time_s,row,col,cx_m,cy_m,elevation_deg,in_footprint,path_loss_dB,beam_gain_dB,snr_dB,sinr_dB
0.700000,2,4,56568.542,0.000,54.1478,1,179.9362,46.9978,7.9035,-6.4887
0.700000,3,0,-56568.542,28284.271,54.1478,1,180.5990,44.2108,4.4538,-6.5871
0.700000,3,1,-28284.271,28284.271,54.1478,1,180.4710,45.9165,6.2875,-5.3333
0.700000,3,2,0.000,28284.271,54.1478,1,180.3512,46.0889,6.5796,-5.5914
0.700000,3,3,28284.271,28284.271,54.1478,1,180.2404,45.5886,6.1901,-5.8565
0.700000,3,4,56568.542,28284.271,54.1478,1,180.1394,44.7115,5.4140,-5.5974
0.700000,4,0,-56568.542,56568.542,54.1478,1,180.7531,36.1096,-3.8015,-7.0840
0.700000,4,1,-28284.271,56568.542,54.1478,1,180.6292,37.4959,-2.2913,-6.7619
0.700000,4,2,0.000,56568.542,54.1478,1,180.5135,39.1027,-0.5688,-5.2530
0.700000,4,3,28284.271,56568.542,54.1478,1,180.4066,38.0398,-1.5248,-6.3219
0.700000,4,4,56568.542,56568.542,54.1478,1,180.3091,36.1428,-3.3243,-7.8490
0.800000,0,0,-56568.542,-56568.542,54.1857,1,180.1754,35.1948,-4.1386,-8.7426
0.800000,0,1,-28284.271,-56568.542,54.1857,1,179.9949,36.4138,-2.7392,-7.1565
0.800000,0,2,0.000,-56568.542,54.1857,1,179.8632,37.8315,-1.1898,-5.2591
0.800000,0,3,28284.271,-56568.542,54.1857,1,179.7411,34.6191,-4.2800,-8.4014
0.800000,0,4,56568.542,-56568.542,54.1857,1,179.6294,32.4899,-6.2975,-9.4221
0.800000,1,0,-56568.542,-28284.271,54.1857,1,180.3076,45.6170,6.1514,-5.2122
0.800000,1,1,-28284.271,-28284.271,54.1857,1,180.1712,45.2222,5.8930,-6.6749
0.800000,1,2,0.000,-28284.271,54.1857,1,180.0034,46.0797,6.9183,-5.4593
0.800000,1,3,28284.271,-28284.271,54.1857,1,179.8849,45.7816,6.7386,-4.9274
0.800000,1,4,56568.542,-28284.271,54.1857,1,179.7767,43.1646,4.2299,-6.6891
0.800000,2,0,-56568.542,0.000,54.1857,1,180.4479,47.5522,7.9463,-6.1633
0.800000,2,1,-28284.271,0.000,54.1857,1,180.3156,47.6510,8.1774,-6.8648
0.800000,2,2,0.000,0.000,54.1857,1,180.1917,47.7125,8.3627,-7.0165
0.800000,2,3,28284.271,0.000,54.1857,1,180.0370,47.5837,8.3887,-6.8522
0.800000,2,4,56568.542,0.000,54.1857,1,179.9323,46.9968,7.9065,-6.4860
0.800000,3,0,-56568.542,28284.271,54.1857,1,180.5953,44.2066,4.4532,-6.5740
0.800000,3,1,-28284.271,28284.271,54.1857,1,180.4672,45.9204,6.2951,-5.3127
0.800000,3,2,0.000,28284.271,54.1857,1,180.3473,46.0938,6.5884,-5.5745
0.800000,3,3,28284.271,28284.271,54.1857,1,180.2365,45.5917,6.1972,-5.8451
0.800000,3,4,56568.542,28284.271,54.1857,1,180.1354,44.7119,5.4185,-5.5892
0.800000,4,0,-56568.542,56568.542,54.1857,1,180.7492,36.0930,-3.8142,-7.0910
0.800000,4,1,-28284.271,56568.542,54.1857,1,180.6253,37.4910,-2.2923,-6.7573
0.800000,4,2,0.000,56568.542,54.1857,1,180.5094,39.1072,-0.5602,-5.2394
0.800000,4,3,28284.271,56568.542,54.1857,1,180.4024,38.0376,-1.5228,-6.3139
0.800000,4,4,56568.542,56568.542,54.1857,1,180.3049,36.1310,-3.3319,-7.8499
0.900000,0,0,-56568.542,-56568.542,54.2235,1,180.1723,35.1841,-4.1462,-8.7473
0.900000,0,1,-28284.271,-56568.542,54.2235,1,179.9918,36.4163,-2.7335,-7.1467
0.900000,0,2,0.000,-56568.542,54.2235,1,179.8600,37.8459,-1.1721,-5.2458
0.900000,0,3,28284.271,-56568.542,54.2235,1,179.7378,34.6178,-4.2780,-8.4078
0.900000,0,4,56568.542,-56568.542,54.2235,1,179.6260,32.5369,-6.2471,-9.3826
0.900000,1,0,-56568.542,-28284.271,54.2235,1,180.3044,45.6271,6.1647,-5.1957
0.900000,1,1,-28284.271,-28284.271,54.2235,1,180.1678,45.2202,5.8943,-6.6718
0.900000,1,2,0.000,-28284.271,54.2235,1,179.9999,46.0854,6.9274,-5.4410
0.900000,1,3,28284.271,-28284.271,54.2235,1,179.8814,45.7876,6.7482,-4.9025
0.900000,1,4,56568.542,-28284.271,54.2235,1,179.7731,43.1641,4.2330,-6.6698
0.900000,2,0,-56568.542,0.000,54.2235,1,180.4444,47.5520,7.9496,-6.1596
0.900000,2,1,-28284.271,0.000,54.2235,1,180.3120,47.6509,8.1809,-6.8601
0.900000,2,2,0.000,0.000,54.2235,1,180.1880,47.7125,8.3664,-7.0109
0.900000,2,3,28284.271,0.000,54.2235,1,180.0332,47.5836,8.3923,-6.8481
0.900000,2,4,56568.542,0.000,54.2235,1,179.9285,46.9959,7.9094,-6.4832
0.900000,3,0,-56568.542,28284.271,54.2235,1,180.5917,44.2068,4.4571,-6.5555
0.900000,3,1,-28284.271,28284.271,54.2235,1,180.4634,45.9242,6.3027,-5.2921
0.900000,3,2,0.000,28284.271,54.2235,1,180.3434,46.0987,6.5972,-5.5576
0.900000,3,3,28284.271,28284.271,54.2235,1,180.2325,45.5948,6.2043,-5.8338
0.900000,3,4,56568.542,28284.271,54.2235,1,180.1313,44.7124,5.4230,-5.5810
0.900000,4,0,-56568.542,56568.542,54.2235,1,180.7454,36.0765,-3.8269,-7.0983
0.900000,4,1,-28284.271,56568.542,54.2235,1,180.6213,37.4862,-2.2932,-6.7530
0.900000,4,2,0.000,56568.542,54.2235,1,180.5054,39.1119,-0.5516,-5.2261
0.900000,4,3,28284.271,56568.542,54.2235,1,180.3983,38.0355,-1.5208,-6.3061
0.900000,4,4,56568.542,56568.542,54.2235,1,180.3007,36.1193,-3.3394,-7.8508
1.000000,0,0,-56568.542,-56568.542,54.2613,1,180.1693,35.1736,-4.1537,-8.7520
1.000000,0,1,-28284.271,-56568.542,54.2613,1,179.9887,36.4190,-2.7277,-7.1370
1.000000,0,2,0.000,-56568.542,54.2613,1,179.8568,37.8603,-1.1545,-5.2327
1.000000,0,3,28284.271,-56568.542,54.2613,1,179.7345,34.6166,-4.2759,-8.4142
1.000000,0,4,56568.542,-56568.542,54.2613,1,179.6226,32.5830,-6.1977,-9.3442
1.000000,1,0,-56568.542,-28284.271,54.2613,1,180.3011,45.6371,6.1780,-5.1792
1.000000,1,1,-28284.271,-28284.271,54.2613,1,180.1645,45.2182,5.8957,-6.6687
1.000000,1,2,0.000,-28284.271,54.2613,1,179.9964,46.0909,6.9365,-5.4228
1.000000,1,3,28284.271,-28284.271,54.2613,1,179.8778,45.7936,6.7577,-4.8777
1.000000,1,4,56568.542,-28284.271,54.2613,1,179.7694,43.1635,4.2360,-6.6505
1.000000,2,0,-56568.542,0.000,54.2613,1,180.4409,47.5518,7.9528,-6.1559
1.000000,2,1,-28284.271,0.000,54.2613,1,180.3084,47.6508,8.1844,-6.8553
1.000000,2,2,0.000,0.000,54.2613,1,180.1843,47.7125,8.3701,-7.0053
1.000000,2,3,28284.271,0.000,54.2613,1,180.0295,47.5834,8.3959,-6.8439
1.000000,2,4,56568.542,0.000,54.2613,1,179.9246,46.9949,7.9123,-6.4805
1.000000,3,0,-56568.542,28284.271,54.2613,1,180.5880,44.2069,4.4609,-6.5371
1.000000,3,1,-28284.271,28284.271,54.2613,1,180.4596,45.9280,6.3103,-5.2715
1.000000,3,2,0.000,28284.271,54.2613,1,180.3396,46.1036,6.6060,-5.5407
1.000000,3,3,28284.271,28284.271,54.2613,1,180.2285,45.5979,6.2113,-5.8225
1.000000,3,4,56568.542,28284.271,54.2613,1,180.0873,44.7129,5.4676,-5.5697
1.000000,4,0,-56568.542,56568.542,54.2613,1,180.7415,36.0600,-3.8396,-7.1059
1.000000,4,1,-28284.271,56568.542,54.2613,1,180.6174,37.4814,-2.2940,-6.7489
1.000000,4,2,0.000,56568.542,54.2613,1,180.5013,39.1165,-0.5428,-5.2128
1.000000,4,3,28284.271,56568.542,54.2613,1,180.3941,38.0335,-1.5187,-6.2982
1.000000,4,4,56568.542,56568.542,54.2613,1,180.2964,36.1076,-3.3468,-7.8517
1.100000,0,0,-56568.542,-56568.542,54.2992,1,180.1662,35.1632,-4.1611,-8.7567
1.100000,0,1,-28284.271,-56568.542,54.2992,1,179.9855,36.4218,-2.7218,-7.1274
1.100000,0,2,0.000,-56568.542,54.2992,1,179.8536,37.8749,-1.1367,-5.2196
1.100000,0,3,28284.271,-56568.542,54.2992,1,179.7312,34.6155,-4.2737,-8.4206
1.100000,0,4,56568.542,-56568.542,54.2992,1,179.6193,32.6283,-6.1490,-9.3065
1.100000,1,0,-56568.542,-28284.271,54.2992,1,180.2978,45.6472,6.1913,-5.1628
1.100000,1,1,-28284.271,-28284.271,54.2992,1,180.1611,45.2162,5.8971,-6.6656
1.100000,1,2,0.000,-28284.271,54.2992,1,179.9930,46.0965,6.9455,-5.4046
1.100000,1,3,28284.271,-28284.271,54.2992,1,179.8743,45.7996,6.7673,-4.8528
1.100000,1,4,56568.542,-28284.271,54.2992,1,179.7658,43.1630,4.2391,-6.6311
1.100000,2,0,-56568.542,0.000,54.2992,1,180.4374,47.5516,7.9561,-6.1521
