time_s,row,col,cx_m,cy_m,elev_i_deg,snr_i_dB,sinr_i_dB,elev_i1_deg,snr_i1_dB,sinr_i1_dB,best_sat
437.700000,0,3,28284.271,-56568.542,0.5414,-999.0000,-999.0000,27.5034,4.6881,-8.1558,1
437.700000,0,4,56568.542,-56568.542,0.5414,-999.0000,-999.0000,27.5034,4.6879,-6.9257,1
437.700000,1,0,-56568.542,-28284.271,0.5414,-999.0000,-999.0000,27.5034,4.0578,-7.6417,1
437.700000,1,1,-28284.271,-28284.271,0.5414,-999.0000,-999.0000,27.5034,4.3617,-8.5715,1
437.700000,1,2,0.000,-28284.271,0.5414,-999.0000,-999.0000,27.5034,4.4534,-8.7641,1
437.700000,1,3,28284.271,-28284.271,0.5414,-999.0000,-999.0000,27.5034,4.5100,-8.4667,1
437.700000,1,4,56568.542,-28284.271,0.5414,-999.0000,-999.0000,27.5034,4.4481,-7.3568,1
437.700000,2,0,-56568.542,0.000,0.5414,-999.0000,-999.0000,27.5034,3.9049,-7.8846,1
437.700000,2,1,-28284.271,0.000,0.5414,-999.0000,-999.0000,27.5034,4.2239,-8.6439,1
437.700000,2,2,0.000,0.000,0.5414,-999.0000,-999.0000,27.5034,4.3362,-8.7780,1
437.700000,2,3,28284.271,0.000,0.5414,-999.0000,-999.0000,27.5034,4.2521,-8.6411,1
437.700000,2,4,56568.542,0.000,0.5414,-999.0000,-999.0000,27.5034,4.0044,-7.7848,1
437.700000,3,0,-56568.542,28284.271,0.5414,-999.0000,-999.0000,27.5034,3.8052,-7.8517,1
437.700000,3,1,-28284.271,28284.271,0.5414,-999.0000,-999.0000,27.5034,4.0758,-8.5391,1
437.700000,3,2,0.000,28284.271,0.5414,-999.0000,-999.0000,27.5034,4.0624,-8.7882,1
437.700000,3,3,28284.271,28284.271,0.5414,-999.0000,-999.0000,27.5034,3.9177,-8.7182,1
437.700000,3,4,56568.542,28284.271,0.5414,-999.0000,-999.0000,27.5034,3.7578,-7.7882,1
437.700000,4,0,-56568.542,56568.542,0.5414,-999.0000,-999.0000,27.5034,3.5513,-7.8220,1
437.700000,4,1,-28284.271,56568.542,0.5414,-999.0000,-999.0000,27.5034,3.9413,-8.2622,1
437.700000,4,2,0.000,56568.542,0.5414,-999.0000,-999.0000,27.5034,3.8904,-8.5332,1
437.700000,4,3,28284.271,56568.542,0.5414,-999.0000,-999.0000,27.5034,3.5772,-8.6511,1
437.700000,4,4,56568.542,56568.542,0.5414,-999.0000,-999.0000,27.5034,3.6658,-7.4518,1
437.800000,0,0,-56568.542,-56568.542,0.5352,-999.0000,-999.0000,27.5247,4.2133,-7.1292,1
437.800000,0,1,-28284.271,-56568.542,0.5352,-999.0000,-999.0000,27.5247,4.4349,-8.3412,1
437.800000,0,2,0.000,-56568.542,0.5352,-999.0000,-999.0000,27.5247,4.6223,-8.4699,1
437.800000,0,3,28284.271,-56568.542,0.5352,-999.0000,-999.0000,27.5247,4.6928,-8.1516,1
437.800000,0,4,56568.542,-56568.542,0.5352,-999.0000,-999.0000,27.5247,4.6923,-6.9218,1
437.800000,1,0,-56568.542,-28284.271,0.5352,-999.0000,-999.0000,27.5247,4.0615,-7.6397,1
437.800000,1,1,-28284.271,-28284.271,0.5352,-999.0000,-999.0000,27.5247,4.3661,-8.5690,1
437.800000,1,2,0.000,-28284.271,0.5352,-999.0000,-999.0000,27.5247,4.4581,-8.7611,1
437.800000,1,3,28284.271,-28284.271,0.5352,-999.0000,-999.0000,27.5247,4.5146,-8.4639,1
437.800000,1,4,56568.542,-28284.271,0.5352,-999.0000,-999.0000,27.5247,4.4529,-7.3539,1
437.800000,2,0,-56568.542,0.000,0.5352,-999.0000,-999.0000,27.5247,3.9089,-7.8827,1
437.800000,2,1,-28284.271,0.000,0.5352,-999.0000,-999.0000,27.5247,4.2283,-8.6416,1
437.800000,2,2,0.000,0.000,0.5352,-999.0000,-999.0000,27.5247,4.3407,-8.7754,1
437.800000,2,3,28284.271,0.000,0.5352,-999.0000,-999.0000,27.5247,4.2565,-8.6387,1
437.800000,2,4,56568.542,0.000,0.5352,-999.0000,-999.0000,27.5247,4.0087,-7.7827,1
437.800000,3,0,-56568.542,28284.271,0.5352,-999.0000,-999.0000,27.5247,3.8093,-7.8495,1
437.800000,3,1,-28284.271,28284.271,0.5352,-999.0000,-999.0000,27.5247,4.0802,-8.5364,1
437.800000,3,2,0.000,28284.271,0.5352,-999.0000,-999.0000,27.5247,4.0669,-8.7852,1
437.800000,3,3,28284.271,28284.271,0.5352,-999.0000,-999.0000,27.5247,3.9218,-8.7158,1
437.800000,3,4,56568.542,28284.271,0.5352,-999.0000,-999.0000,27.5247,3.7621,-7.7857,1
437.800000,4,0,-56568.542,56568.542,0.5352,-999.0000,-999.0000,27.5247,3.5549,-7.8195,1
437.800000,4,1,-28284.271,56568.542,0.5352,-999.0000,-999.0000,27.5247,3.9458,-8.2582,1
437.800000,4,2,0.000,56568.542,0.5352,-999.0000,-999.0000,27.5247,3.8945,-8.5297,1
437.800000,4,3,28284.271,56568.542,0.5352,-999.0000,-999.0000,27.5247,3.5805,-8.6486,1
437.800000,4,4,56568.542,56568.542,0.5352,-999.0000,-999.0000,27.5247,3.6699,-7.4483,1
437.900000,0,0,-56568.542,-56568.542,0.5290,-999.0000,-999.0000,27.5461,4.2170,-7.1257,1
437.900000,0,1,-28284.271,-56568.542,0.5290,-999.0000,-999.0000,27.5461,4.4393,-8.3374,1
437.900000,0,2,0.000,-56568.542,0.5290,-999.0000,-999.0000,27.5461,4.6264,-8.4663,1
437.900000,0,3,28284.271,-56568.542,0.5290,-999.0000,-999.0000,27.5461,4.6975,-8.1474,1
437.900000,0,4,56568.542,-56568.542,0.5290,-999.0000,-999.0000,27.5461,4.6967,-6.9180,1
437.900000,1,0,-56568.542,-28284.271,0.5290,-999.0000,-999.0000,27.5461,4.0653,-7.6377,1
437.900000,1,1,-28284.271,-28284.271,0.5290,-999.0000,-999.0000,27.5461,4.3704,-8.5664,1
437.900000,1,2,0.000,-28284.271,0.5290,-999.0000,-999.0000,27.5461,4.4627,-8.7582,1
437.900000,1,3,28284.271,-28284.271,0.5290,-999.0000,-999.0000,27.5461,4.5191,-8.4612,1
437.900000,1,4,56568.542,-28284.271,0.5290,-999.0000,-999.0000,27.5461,4.4577,-7.3509,1
437.900000,2,0,-56568.542,0.000,0.5290,-999.0000,-999.0000,27.5461,3.9130,-7.8809,1
437.900000,2,1,-28284.271,0.000,0.5290,-999.0000,-999.0000,27.5461,4.2327,-8.6392,1
437.900000,2,2,0.000,0.000,0.5290,-999.0000,-999.0000,27.5461,4.3453,-8.7729,1
437.900000,2,3,28284.271,0.000,0.5290,-999.0000,-999.0000,27.5461,4.2610,-8.6363,1
437.900000,2,4,56568.542,0.000,0.5290,-999.0000,-999.0000,27.5461,4.0129,-7.7807,1
437.900000,3,0,-56568.542,28284.271,0.5290,-999.0000,-999.0000,27.5461,3.8134,-7.8473,1
437.900000,3,1,-28284.271,28284.271,0.5290,-999.0000,-999.0000,27.5461,4.0845,-8.5337,1
437.900000,3,2,0.000,28284.271,0.5290,-999.0000,-999.0000,27.5461,4.0715,-8.7823,1
437.900000,3,3,28284.271,28284.271,0.5290,-999.0000,-999.0000,27.5461,3.9259,-8.7134,1
437.900000,3,4,56568.542,28284.271,0.5290,-999.0000,-999.0000,27.5461,3.7664,-7.7831,1
437.900000,4,0,-56568.542,56568.542,0.5290,-999.0000,-999.0000,27.5461,3.5585,-7.8169,1
437.900000,4,1,-28284.271,56568.542,0.5290,-999.0000,-999.0000,27.5461,3.9504,-8.2542,1
437.900000,4,2,0.000,56568.542,0.5290,-999.0000,-999.0000,27.5461,3.8987,-8.5262,1
437.900000,4,3,28284.271,56568.542,0.5290,-999.0000,-999.0000,27.5461,3.5838,-8.6461,1
437.900000,4,4,56568.542,56568.542,0.5290,-999.0000,-999.0000,27.5461,3.6740,-7.4449,1
438.000000,0,0,-56568.542,-56568.542,0.5227,-999.0000,-999.0000,27.5675,4.2207,-7.1222,1
438.000000,0,1,-28284.271,-56568.542,0.5227,-999.0000,-999.0000,27.5675,4.4437,-8.3335,1
438.000000,0,2,0.000,-56568.542,0.5227,-999.0000,-999.0000,27.5675,4.6306,-8.4628,1
438.000000,0,3,28284.271,-56568.542,0.5227,-999.0000,-999.0000,27.5675,4.7022,-8.1431,1
438.000000,0,4,56568.542,-56568.542,0.5227,-999.0000,-999.0000,27.5675,4.7011,-6.9141,1
438.000000,1,0,-56568.542,-28284.271,0.5227,-999.0000,-999.0000,27.5675,4.0691,-7.6357,1
438.000000,1,1,-28284.271,-28284.271,0.5227,-999.0000,-999.0000,27.5675,4.3747,-8.5638,1
438.000000,1,2,0.000,-28284.271,0.5227,-999.0000,-999.0000,27.5675,4.4674,-8.7552,1
438.000000,1,3,28284.271,-28284.271,0.5227,-999.0000,-999.0000,27.5675,4.5237,-8.4584,1
438.000000,1,4,56568.542,-28284.271,0.5227,-999.0000,-999.0000,27.5675,4.4624,-7.3479,1
438.000000,2,0,-56568.542,0.000,0.5227,-999.0000,-999.0000,27.5675,3.9171,-7.8791,1
438.000000,2,1,-28284.271,0.000,0.5227,-999.0000,-999.0000,27.5675,4.2371,-8.6368,1
438.000000,2,2,0.000,0.000,0.5227,-999.0000,-999.0000,27.5675,4.3498,-8.7703,1
438.000000,2,3,28284.271,0.000,0.5227,-999.0000,-999.0000,27.5675,4.2655,-8.6340,1
438.000000,2,4,56568.542,0.000,0.5227,-999.0000,-999.0000,27.5675,4.0172,-7.7786,1
438.000000,3,0,-56568.542,28284.271,0.5227,-999.0000,-999.0000,27.5675,3.8175,-7.8451,1
438.000000,3,1,-28284.271,28284.271,0.5227,-999.0000,-999.0000,27.5675,4.0888,-8.5310,1
438.000000,3,2,0.000,28284.271,0.5227,-999.0000,-999.0000,27.5675,4.0760,-8.7793,1
438.000000,3,3,28284.271,28284.271,0.5227,-999.0000,-999.0000,27.5675,3.9300,-8.7110,1
438.000000,3,4,56568.542,28284.271,0.5227,-999.0000,-999.0000,27.5675,3.7707,-7.7805,1
438.000000,4,0,-56568.542,56568.542,0.5227,-999.0000,-999.0000,27.5675,3.5621,-7.8143,1
438.000000,4,1,-28284.271,56568.542,0.5227,-999.0000,-999.0000,27.5675,3.9550,-8.2501,1
438.000000,4,2,0.000,56568.542,0.5227,-999.0000,-999.0000,27.5675,3.9028,-8.5226,1
438.000000,4,3,28284.271,56568.542,0.5227,-999.0000,-999.0000,27.5675,3.5871,-8.6436,1
438.000000,4,4,56568.542,56568.542,0.5227,-999.0000,-999.0000,27.5675,3.6781,-7.4414,1
438.100000,0,0,-56568.542,-56568.542,0.5165,-999.0000,-999.0000,27.5889,4.2245,-7.1187,1
438.100000,0,1,-28284.271,-56568.542,0.5165,-999.0000,-999.0000,27.5889,4.4481,-8.3296,1
438.100000,0,2,0.000,-56568.542,0.5165,-999.0000,-999.0000,27.5889,4.6347,-8.4592,1
438.100000,0,3,28284.271,-56568.542,0.5165,-999.0000,-999.0000,27.5889,4.7069,-8.1389,1
438.100000,0,4,56568.542,-56568.542,0.5165,-999.0000,-999.0000,27.5889,4.7056,-6.9102,1
438.100000,1,0,-56568.542,-28284.271,0.5165,-999.0000,-999.0000,27.5889,4.0729,-7.6336,1
438.100000,1,1,-28284.271,-28284.271,0.5165,-999.0000,-999.0000,27.5889,4.3791,-8.5613,1
438.100000,1,2,0.000,-28284.271,0.5165,-999.0000,-999.0000,27.5889,4.4720,-8.7522,1
438.100000,1,3,28284.271,-28284.271,0.5165,-999.0000,-999.0000,27.5889,4.5282,-8.4556,1
438.100000,1,4,56568.542,-28284.271,0.5165,-999.0000,-999.0000,27.5889,4.4672,-7.3450,1
438.100000,2,0,-56568.542,0.000,0.5165,-999.0000,-999.0000,27.5889,3.9211,-7.8772,1
438.100000,2,1,-28284.271,0.000,0.5165,-999.0000,-999.0000,27.5889,4.2415,-8.6345,1
438.100000,2,2,0.000,0.000,0.5165,-999.0000,-999.0000,27.5889,4.3544,-8.7678,1
438.100000,2,3,28284.271,0.000,0.5165,-999.0000,-999.0000,27.5889,4.2699,-8.6316,1
438.100000,2,4,56568.542,0.000,0.5165,-999.0000,-999.0000,27.5889,4.0214,-7.7766,1
438.100000,3,0,-56568.542,28284.271,0.5165,-999.0000,-999.0000,27.5889,3.8217,-7.8429,1
438.100000,3,1,-28284.271,28284.271,0.5165,-999.0000,-999.0000,27.5889,4.0932,-8.5283,1
438.100000,3,2,0.000,28284.271,0.5165,-999.0000,-999.0000,27.5889,4.0806,-8.7763,1
438.100000,3,3,28284.271,28284.271,0.5165,-999.0000,-999.0000,27.5889,3.9342,-8.7086,1
438.100000,3,4,56568.542,28284.271,0.5165,-999.0000,-999.0000,27.5889,3.7750,-7.7779,1
438.100000,4,0,-56568.542,56568.542,0.5165,-999.0000,-999.0000,27.5889,3.5657,-7.8118,1
438.100000,4,1,-28284.271,56568.542,0.5165,-999.0000,-999.0000,27.5889,3.9595,-8.2461,1
438.100000,4,2,0.000,56568.542,0.5165,-999.0000,-999.0000,27.5889,3.9069,-8.5191,1
438.100000,4,3,28284.271,56568.542,0.5165,-999.0000,-999.0000,27.5889,3.5905,-8.6411,1
438.100000,4,4,56568.542,56568.542,0.5165,-999.0000,-999.0000,27.5889,3.6822,-7.4380,1
438.200000,0,0,-56568.542,-56568.542,0.5103,-999.0000,-999.0000,27.6103,4.2282,-7.1151,1
438.200000,0,1,-28284.271,-56568.542,0.5103,-999.0000,-999.0000,27.6103,4.4525,-8.3257,1
438.200000,0,2,0.000,-56568.542,0.5103,-999.0000,-999.0000,27.6103,4.6388,-8.4556,1
438.200000,0,3,28284.271,-56568.542,0.5103,-999.0000,-999.0000,27.6103,4.7115,-8.1347,1
438.200000,0,4,56568.542,-56568.542,0.5103,-999.0000,-999.0000,27.6103,4.7100,-6.9063,1
438.200000,1,0,-56568.542,-28284.271,0.5103,-999.0000,-999.0000,27.6103,4.0767,-7.6316,1
438.200000,1,1,-28284.271,-28284.271,0.5103,-999.0000,-999.0000,27.6103,4.3834,-8.5587,1
438.200000,1,2,0.000,-28284.271,0.5103,-999.0000,-999.0000,27.6103,4.4767,-8.7492,1
438.200000,1,3,28284.271,-28284.271,0.5103,-999.0000,-999.0000,27.6103,4.5327,-8.4528,1
438.200000,1,4,56568.542,-28284.271,0.5103,-999.0000,-999.0000,27.6103,4.4719,-7.3420,1
438.200000,2,0,-56568.542,0.000,0.5103,-999.0000,-999.0000,27.6103,3.9252,-7.8754,1
438.200000,2,1,-28284.271,0.000,0.5103,-999.0000,-999.0000,27.6103,4.2459,-8.6321,1
438.200000,2,2,0.000,0.000,0.5103,-999.0000,-999.0000,27.6103,4.3589,-8.7652,1
438.200000,2,3,28284.271,0.000,0.5103,-999.0000,-999.0000,27.6103,4.2744,-8.6292,1
438.200000,2,4,56568.542,0.000,0.5103,-999.0000,-999.0000,27.6103,4.0257,-7.7745,1
438.200000,3,0,-56568.542,28284.271,0.5103,-999.0000,-999.0000,27.6103,3.8258,-7.8406,1
438.200000,3,1,-28284.271,28284.271,0.5103,-999.0000,-999.0000,27.6103,4.0975,-8.5256,1
438.200000,3,2,0.000,28284.271,0.5103,-999.0000,-999.0000,27.6103,4.0851,-8.7734,1
438.200000,3,3,28284.271,28284.271,0.5103,-999.0000,-999.0000,27.6103,3.9383,-8.7062,1
438.200000,3,4,56568.542,28284.271,0.5103,-999.0000,-999.0000,27.6103,3.7793,-7.7753,1
438.200000,4,0,-56568.542,56568.542,0.5103,-999.0000,-999.0000,27.6103,3.5693,-7.8092,1
438.200000,4,1,-28284.271,56568.542,0.5103,-999.0000,-999.0000,27.6103,3.9641,-8.2421,1
438.200000,4,2,0.000,56568.542,0.5103,-999.0000,-999.0000,27.6103,3.9110,-8.5156,1
438.200000,4,3,28284.271,56568.542,0.5103,-999.0000,-999.0000,27.6103,3.5938,-8.6386,1
438.200000,4,4,56568.542,56568.542,0.5103,-999.0000,-999.0000,27.6103,3.6863,-7.4345,1
438.300000,0,0,-56568.542,-56568.542,0.5041,-999.0000,-999.0000,27.6318,4.2319,-7.1116,1
438.300000,0,1,-28284.271,-56568.542,0.5041,-999.0000,-999.0000,27.6318,4.4569,-8.3218,1
438.300000,0,2,0.000,-56568.542,0.5041,-999.0000,-999.0000,27.6318,4.6429,-8.4521,1
438.300000,0,3,28284.271,-56568.542,0.5041,-999.0000,-999.0000,27.6318,4.7162,-8.1305,1
438.300000,0,4,56568.542,-56568.542,0.5041,-999.0000,-999.0000,27.6318,4.7144,-6.9024,1
438.300000,1,0,-56568.542,-28284.271,0.5041,-999.0000,-999.0000,27.6318,4.0805,-7.6296,1
438.300000,1,1,-28284.271,-28284.271,0.5041,-999.0000,-999.0000,27.6318,4.3877,-8.5561,1
438.300000,1,2,0.000,-28284.271,0.5041,-999.0000,-999.0000,27.6318,4.4814,-8.7462,1
438.300000,1,3,28284.271,-28284.271,0.5041,-999.0000,-999.0000,27.6318,4.5373,-8.4500,1
438.300000,1,4,56568.542,-28284.271,0.5041,-999.0000,-999.0000,27.6318,4.4767,-7.3390,1
438.300000,2,0,-56568.542,0.000,0.5041,-999.0000,-999.0000,27.6318,3.9293,-7.8736,1
438.300000,2,1,-28284.271,0.000,0.5041,-999.0000,-999.0000,27.6318,4.2504,-8.6298,1
438.300000,2,2,0.000,0.000,0.5041,-999.0000,-999.0000,27.6318,4.3635,-8.7626,1
438.300000,2,3,28284.271,0.000,0.5041,-999.0000,-999.0000,27.6318,4.2789,-8.6268,1
438.300000,2,4,56568.542,0.000,0.5041,-999.0000,-999.0000,27.6318,4.0299,-7.7725,1
438.300000,3,0,-56568.542,28284.271,0.5041,-999.0000,-999.0000,27.6318,3.8299,-7.8384,1
438.300000,3,1,-28284.271,28284.271,0.5041,-999.0000,-999.0000,27.6318,4.1019,-8.5229,1
438.300000,3,2,0.000,28284.271,0.5041,-999.0000,-999.0000,27.6318,4.0896,-8.7704,1
438.300000,3,3,28284.271,28284.271,0.5041,-999.0000,-999.0000,27.6318,3.9424,-8.7038,1
438.300000,3,4,56568.542,28284.271,0.5041,-999.0000,-999.0000,27.6318,3.7837,-7.7727,1
438.300000,4,0,-56568.542,56568.542,0.5041,-999.0000,-999.0000,27.6318,3.5729,-7.8067,1
438.300000,4,1,-28284.271,56568.542,0.5041,-999.0000,-999.0000,27.6318,3.9687,-8.2380,1
438.300000,4,2,0.000,56568.542,0.5041,-999.0000,-999.0000,27.6318,3.9152,-8.5120,1
438.300000,4,3,28284.271,56568.542,0.5041,-999.0000,-999.0000,27.6318,3.5971,-8.6361,1
438.300000,4,4,56568.542,56568.542,0.5041,-999.0000,-999.0000,27.6318,3.6904,-7.4310,1
438.400000,0,0,-56568.542,-56568.542,0.4978,-999.0000,-999.0000,27.6532,4.2356,-7.1081,1
438.400000,0,1,-28284.271,-56568.542,0.4978,-999.0000,-999.0000,27.6532,4.4613,-8.3179,1
438.400000,0,2,0.000,-56568.542,0.4978,-999.0000,-999.0000,27.6532,4.6470,-8.4485,1
438.400000,0,3,28284.271,-56568.542,0.4978,-999.0000,-999.0000,27.6532,4.7209,-8.1262,1
438.400000,0,4,56568.542,-56568.542,0.4978,-999.0000,-999.0000,27.6532,4.7188,-6.8985,1
438.400000,1,0,-56568.542,-28284.271,0.4978,-999.0000,-999.0000,27.6532,4.0842,-7.6276,1
438.400000,1,1,-28284.271,-28284.271,0.4978,-999.0000,-999.0000,27.6532,4.3921,-8.5536,1
438.400000,1,2,0.000,-28284.271,0.4978,-999.0000,-999.0000,27.6532,4.4860,-8.7433,1
438.400000,1,3,28284.271,-28284.271,0.4978,-999.0000,-999.0000,27.6532,4.5418,-8.4473,1
438.400000,1,4,56568.542,-28284.271,0.4978,-999.0000,-999.0000,27.6532,4.4815,-7.3360,1
438.400000,2,0,-56568.542,0.000,0.4978,-999.0000,-999.0000,27.6532,3.9333,-7.8717,1
438.400000,2,1,-28284.271,0.000,0.4978,-999.0000,-999.0000,27.6532,4.2548,-8.6274,1
438.400000,2,2,0.000,0.000,0.4978,-999.0000,-999.0000,27.6532,4.3680,-8.7601,1
438.400000,2,3,28284.271,0.000,0.4978,-999.0000,-999.0000,27.6532,4.2834,-8.6245,1
438.400000,2,4,56568.542,0.000,0.4978,-999.0000,-999.0000,27.6532,4.0342,-7.7704,1
438.400000,3,0,-56568.542,28284.271,0.4978,-999.0000,-999.0000,27.6532,3.8341,-7.8362,1
438.400000,3,1,-28284.271,28284.271,0.4978,-999.0000,-999.0000,27.6532,4.1062,-8.5202,1
438.400000,3,2,0.000,28284.271,0.4978,-999.0000,-999.0000,27.6532,4.0942,-8.7674,1
438.400000,3,3,28284.271,28284.271,0.4978,-999.0000,-999.0000,27.6532,3.9465,-8.7014,1
438.400000,3,4,56568.542,28284.271,0.4978,-999.0000,-999.0000,27.6532,3.7880,-7.7701,1
438.400000,4,0,-56568.542,56568.542,0.4978,-999.0000,-999.0000,27.6532,3.5765,-7.8041,1
438.400000,4,1,-28284.271,56568.542,0.4978,-999.0000,-999.0000,27.6532,3.9733,-8.2340,1
438.400000,4,2,0.000,56568.542,0.4978,-999.0000,-999.0000,27.6532,3.9193,-8.5085,1
438.400000,4,3,28284.271,56568.542,0.4978,-999.0000,-999.0000,27.6532,3.6004,-8.6336,1
438.400000,4,4,56568.542,56568.542,0.4978,-999.0000,-999.0000,27.6532,3.6945,-7.4275,1
438.500000,0,0,-56568.542,-56568.542,0.4916,-999.0000,-999.0000,27.6747,4.2394,-7.1046,1
438.500000,0,1,-28284.271,-56568.542,0.4916,-999.0000,-999.0000,27.6747,4.4657,-8.3140,1
438.500000,0,2,0.000,-56568.542,0.4916,-999.0000,-999.0000,27.6747,4.6511,-8.4449,1
438.500000,0,3,28284.271,-56568.542,0.4916,-999.0000,-999.0000,27.6747,4.7256,-8.1220,1
438.500000,0,4,56568.542,-56568.542,0.4916,-999.0000,-999.0000,27.6747,4.7232,-6.8946,1
438.500000,1,0,-56568.542,-28284.271,0.4916,-999.0000,-999.0000,27.6747,4.0880,-7.6256,1
438.500000,1,1,-28284.271,-28284.271,0.4916,-999.0000,-999.0000,27.6747,4.3964,-8.5510,1
438.500000,1,2,0.000,-28284.271,0.4916,-999.0000,-999.0000,27.6747,4.4907,-8.7403,1
438.500000,1,3,28284.271,-28284.271,0.4916,-999.0000,-999.0000,27.6747,4.5464,-8.4445,1
438.500000,1,4,56568.542,-28284.271,0.4916,-999.0000,-999.0000,27.6747,4.4863,-7.3330,1
438.500000,2,0,-56568.542,0.000,0.4916,-999.0000,-999.0000,27.6747,3.9374,-7.8699,1
438.500000,2,1,-28284.271,0.000,0.4916,-999.0000,-999.0000,27.6747,4.2592,-8.6251,1
438.500000,2,2,0.000,0.000,0.4916,-999.0000,-999.0000,27.6747,4.3726,-8.7575,1
438.500000,2,3,28284.271,0.000,0.4916,-999.0000,-999.0000,27.6747,4.2878,-8.6221,1
438.500000,2,4,56568.542,0.000,0.4916,-999.0000,-999.0000,27.6747,4.0385,-7.7684,1
438.500000,3,0,-56568.542,28284.271,0.4916,-999.0000,-999.0000,27.6747,3.8382,-7.8340,1
438.500000,3,1,-28284.271,28284.271,0.4916,-999.0000,-999.0000,27.6747,4.1105,-8.5175,1
438.500000,3,2,0.000,28284.271,0.4916,-999.0000,-999.0000,27.6747,4.0987,-8.7644,1
438.500000,3,3,28284.271,28284.271,0.4916,-999.0000,-999.0000,27.6747,3.9507,-8.6990,1
438.500000,3,4,56568.542,28284.271,0.4916,-999.0000,-999.0000,27.6747,3.7923,-7.7675,1
438.500000,4,0,-56568.542,56568.542,0.4916,-999.0000,-999.0000,27.6747,3.5800,-7.8015,1
438.500000,4,1,-28284.271,56568.542,0.4916,-999.0000,-999.0000,27.6747,3.9778,-8.2299,1
438.500000,4,2,0.000,56568.542,0.4916,-999.0000,-999.0000,27.6747,3.9234,-8.5049,1
438.500000,4,3,28284.271,56568.542,0.4916,-999.0000,-999.0000,27.6747,3.6037,-8.6311,1
438.500000,4,4,56568.542,56568.542,0.4916,-999.0000,-999.0000,27.6747,3.6986,-7.4240,1
438.600000,0,0,-56568.542,-56568.542,0.4854,-999.0000,-999.0000,27.6962,4.2431,-7.1010,1
438.600000,0,1,-28284.271,-56568.542,0.4854,-999.0000,-999.0000,27.6962,4.4701,-8.3101,1
438.600000,0,2,0.000,-56568.542,0.4854,-999.0000,-999.0000,27.6962,4.6552,-8.4413,1
438.600000,0,3,28284.271,-56568.542,0.4854,-999.0000,-999.0000,27.6962,4.7303,-8.1177,1
438.600000,0,4,56568.542,-56568.542,0.4854,-999.0000,-999.0000,27.6962,4.7276,-6.8907,1
438.600000,1,0,-56568.542,-28284.271,0.4854,-999.0000,-999.0000,27.6962,4.0918,-7.6236,1
438.600000,1,1,-28284.271,-28284.271,0.4854,-999.0000,-999.0000,27.6962,4.4008,-8.5484,1
438.600000,1,2,0.000,-28284.271,0.4854,-999.0000,-999.0000,27.6962,4.4954,-8.7373,1
438.600000,1,3,28284.271,-28284.271,0.4854,-999.0000,-999.0000,27.6962,4.5509,-8.4417,1
438.600000,1,4,56568.542,-28284.271,0.4854,-999.0000,-999.0000,27.6962,4.4910,-7.3300,1
438.600000,2,0,-56568.542,0.000,0.4854,-999.0000,-999.0000,27.6962,3.9415,-7.8680,1
438.600000,2,1,-28284.271,0.000,0.4854,-999.0000,-999.0000,27.6962,4.2636,-8.6227,1
438.600000,2,2,0.000,0.000,0.4854,-999.0000,-999.0000,27.6962,4.3771,-8.7550,1
438.600000,2,3,28284.271,0.000,0.4854,-999.0000,-999.0000,27.6962,4.2923,-8.6197,1
438.600000,2,4,56568.542,0.000,0.4854,-999.0000,-999.0000,27.6962,4.0427,-7.7663,1
438.600000,3,0,-56568.542,28284.271,0.4854,-999.0000,-999.0000,27.6962,3.8423,-7.8318,1
438.600000,3,1,-28284.271,28284.271,0.4854,-999.0000,-999.0000,27.6962,4.1149,-8.5147,1
438.600000,3,2,0.000,28284.271,0.4854,-999.0000,-999.0000,27.6962,4.1033,-8.7615,1
438.600000,3,3,28284.271,28284.271,0.4854,-999.0000,-999.0000,27.6962,3.9548,-8.6966,1
438.600000,3,4,56568.542,28284.271,0.4854,-999.0000,-999.0000,27.6962,3.7966,-7.7649,1
438.600000,4,0,-56568.542,56568.542,0.4854,-999.0000,-999.0000,27.6962,3.5836,-7.7990,1
438.600000,4,1,-28284.271,56568.542,0.4854,-999.0000,-999.0000,27.6962,3.9824,-8.2258,1
438.600000,4,2,0.000,56568.542,0.4854,-999.0000,-999.0000,27.6962,3.9276,-8.5014,1
438.600000,4,3,28284.271,56568.542,0.4854,-999.0000,-999.0000,27.6962,3.6070,-8.6286,1
438.600000,4,4,56568.542,56568.542,0.4854,-999.0000,-999.0000,27.6962,3.7027,-7.4205,1
438.700000,0,0,-56568.542,-56568.542,0.4792,-999.0000,-999.0000,27.7177,4.2468,-7.0975,1
438.700000,0,1,-28284.271,-56568.542,0.4792,-999.0000,-999.0000,27.7177,4.4745,-8.3062,1
438.700000,0,2,0.000,-56568.542,0.4792,-999.0000,-999.0000,27.7177,4.6593,-8.4377,1
438.700000,0,3,28284.271,-56568.542,0.4792,-999.0000,-999.0000,27.7177,4.7350,-8.1135,1
438.700000,0,4,56568.542,-56568.542,0.4792,-999.0000,-999.0000,27.7177,4.7320,-6.8867,1
438.700000,1,0,-56568.542,-28284.271,0.4792,-999.0000,-999.0000,27.7177,4.0956,-7.6216,1
438.700000,1,1,-28284.271,-28284.271,0.4792,-999.0000,-999.0000,27.7177,4.4051,-8.5459,1
438.700000,1,2,0.000,-28284.271,0.4792,-999.0000,-999.0000,27.7177,4.5000,-8.7343,1
