user_id,x_m,y_m,z_m
508,-6467.660580641,0.000000000,-3.282894691
509,-6446.687950286,-520.430454549,-3.282894691
510,-6383.906074775,-1037.485717894,-3.282894691
511,-6279.722118663,-1547.812488243,-3.282894691
512,-6134.811754883,-2048.101100661,-3.282894691
513,-5950.114782752,-2535.106991520,-3.282894691
514,-5726.829033008,-3005.671740738,-3.282894691
515,-5466.402599420,-3456.743555347,-3.282894691
516,-5170.524447344,-3885.397061537,-3.282894691
517,-4841.113460132,-4288.852276834,-3.282894691
518,-4480.305994444,-4664.492639348,-3.282894691
519,-4090.442025147,-5009.881977182,-3.282894691
520,-3674.049969685,-5322.780307944,-3.282894691
521,-3233.830290321,-5601.158365890,-3.282894691
522,-2772.637980601,-5843.210762493,-3.282894691
523,-2293.464049628,-6047.367695076,-3.282894691
524,-1799.416124218,-6212.305127590,-3.282894691
525,-1293.698294751,-6336.953377494,-3.282894691
526,-779.590335409,-6420.504053057,-3.282894691
527,-260.426433588,-6462.415296085,-3.282894691
528,260.426433588,-6462.415296085,-3.282894691
529,779.590335409,-6420.504053057,-3.282894691
530,1293.698294751,-6336.953377494,-3.282894691
531,1799.416124218,-6212.305127590,-3.282894691
532,2293.464049628,-6047.367695076,-3.282894691
533,2772.637980601,-5843.210762493,-3.282894691
534,3233.830290321,-5601.158365890,-3.282894691
535,3674.049969685,-5322.780307944,-3.282894691
536,4090.442025147,-5009.881977182,-3.282894691
537,4480.305994444,-4664.492639348,-3.282894691
538,4841.113460132,-4288.852276834,-3.282894691
539,5170.524447344,-3885.397061537,-3.282894691
540,5466.402599420,-3456.743555347,-3.282894691
541,5726.829033008,-3005.671740738,-3.282894691
542,5950.114782752,-2535.106991520,-3.282894691
543,6134.811754883,-2048.101100661,-3.282894691
544,6279.722118663,-1547.812488243,-3.282894691
545,6383.906074775,-1037.485717894,-3.282894691
546,6446.687950286,-520.430454549,-3.282894691
547,6965.172741865,0.000000000,-3.807380774
548,6945.696706210,520.508010845,-3.807380774
549,6887.377517139,1038.105129756,-3.807380774
550,6790.541319212,1549.896743687,-3.807380774
551,6655.729659729,2053.020706330,-3.807380774
552,6483.696460174,2544.663344402,-3.807380774
553,6275.403799982,3022.075192840,-3.807380774
554,6032.016536202,3482.586370932,-3.807380774
555,5754.895789137,3923.621513370,-3.807380774
556,5445.591330418,4342.714172737,-3.807380774
557,5105.832916042,4737.520612881,-3.807380774
558,4737.520612881,5105.832916042,-3.807380774
559,4342.714172737,5445.591330418,-3.807380774
560,3923.621513370,5754.895789137,-3.807380774
561,3482.586370932,6032.016536202,-3.807380774
562,3022.075192840,6275.403799982,-3.807380774
563,2544.663344402,6483.696460174,-3.807380774
564,2053.020706330,6655.729659729,-3.807380774
565,1549.896743687,6790.541319212,-3.807380774
566,1038.105129756,6887.377517139,-3.807380774
567,520.508010845,6945.696706210,-3.807380774
568,0.000000000,6965.172741865,-3.807380774
569,-520.508010845,6945.696706210,-3.807380774
570,-1038.105129756,6887.377517139,-3.807380774
571,-1549.896743687,6790.541319212,-3.807380774
572,-2053.020706330,6655.729659729,-3.807380774
573,-2544.663344402,6483.696460174,-3.807380774
574,-3022.075192840,6275.403799982,-3.807380774
575,-3482.586370932,6032.016536202,-3.807380774
576,-3923.621513370,5754.895789137,-3.807380774
577,-4342.714172737,5445.591330418,-3.807380774
578,-4737.520612881,5105.832916042,-3.807380774
579,-5105.832916042,4737.520612881,-3.807380774
580,-5445.591330418,4342.714172737,-3.807380774
581,-5754.895789137,3923.621513370,-3.807380774
582,-6032.016536202,3482.586370932,-3.807380774
583,-6275.403799982,3022.075192840,-3.807380774
584,-6483.696460174,2544.663344402,-3.807380774
585,-6655.729659729,2053.020706330,-3.807380774
586,-6790.541319212,1549.896743687,-3.807380774
587,-6887.377517139,1038.105129756,-3.807380774
