time_s,cell_idx,snr_mrc_dB,n_sats
3155.000000,14,-26.4366,2
3155.000000,15,-26.8242,2
3155.000000,16,-26.0170,2
3155.000000,17,-25.7893,2
3155.000000,18,-25.9893,2
3155.000000,19,-26.3828,2
3155.000000,20,-31.6184,2
3155.000000,21,-29.8818,2
3155.000000,22,-28.2942,2
3155.000000,23,-27.3588,2
3155.000000,24,-26.8466,2
3156.000000,0,-26.6646,2
3156.000000,1,-27.2300,2
3156.000000,2,-28.3743,2
3156.000000,3,-30.4243,2
3156.000000,4,-33.3727,2
3156.000000,5,-24.7638,2
3156.000000,6,-25.1453,2
3156.000000,7,-25.6533,2
3156.000000,8,-26.7011,2
3156.000000,9,-28.3191,2
3156.000000,10,-25.1313,2
3156.000000,11,-25.0400,2
3156.000000,12,-25.4094,2
3156.000000,13,-25.8736,2
3156.000000,14,-26.4058,2
3156.000000,15,-26.8702,2
3156.000000,16,-26.0265,2
3156.000000,17,-25.8101,2
3156.000000,18,-25.9671,2
3156.000000,19,-26.3896,2
3156.000000,20,-31.7037,2
3156.000000,21,-29.9218,2
3156.000000,22,-28.3309,2
3156.000000,23,-27.3574,2
3156.000000,24,-26.8405,2
3157.000000,0,-26.7846,2
3157.000000,1,-27.3463,2
3157.000000,2,-28.4434,2
3157.000000,3,-30.4537,2
3157.000000,4,-33.3756,2
3157.000000,5,-24.7913,2
3157.000000,6,-25.1706,2
3157.000000,7,-25.6753,2
3157.000000,8,-26.6821,2
3157.000000,9,-28.3234,2
3157.000000,10,-25.1895,2
3157.000000,11,-25.0360,2
3157.000000,12,-25.3990,2
3157.000000,13,-25.8562,2
3157.000000,14,-26.3809,2
3157.000000,15,-26.9213,2
3157.000000,16,-26.0412,2
3157.000000,17,-25.8110,2
3157.000000,18,-25.9495,2
3157.000000,19,-26.4019,2
3157.000000,20,-31.7922,2
3157.000000,21,-29.9666,2
3157.000000,22,-28.3732,2
3157.000000,23,-27.3509,2
3157.000000,24,-26.8395,2
3158.000000,0,-26.8798,2
3158.000000,1,-27.4721,2
3158.000000,2,-28.5202,2
3158.000000,3,-30.4888,2
3158.000000,4,-33.3816,2
3158.000000,5,-24.8267,2
3158.000000,6,-25.2035,2
3158.000000,7,-25.7048,2
3158.000000,8,-26.6692,2
3158.000000,9,-28.3328,2
3158.000000,10,-25.2544,2
3158.000000,11,-25.0381,2
3158.000000,12,-25.3945,2
3158.000000,13,-25.8448,2
3158.000000,14,-26.3619,2
3158.000000,15,-26.9776,2
3158.000000,16,-26.0612,2
3158.000000,17,-25.7886,2
3158.000000,18,-25.9366,2
3158.000000,19,-26.3868,2
3158.000000,20,-31.8840,2
3158.000000,21,-30.0165,2
3158.000000,22,-28.4212,2
3158.000000,23,-27.3501,2
3158.000000,24,-26.8437,2
3159.000000,0,-26.9746,2
3159.000000,1,-27.6074,2
3159.000000,2,-28.6047,2
3159.000000,3,-30.5295,2
3159.000000,4,-33.3907,2
3159.000000,5,-24.8702,2
3159.000000,6,-25.2443,2
3159.000000,7,-25.7418,2
3159.000000,8,-26.6624,2
3159.000000,9,-28.3351,2
3159.000000,10,-25.3256,2
3159.000000,11,-25.0461,2
3159.000000,12,-25.3961,2
3159.000000,13,-25.8393,2
3159.000000,14,-26.3488,2
3159.000000,15,-27.0394,2
3159.000000,16,-26.0866,2
3159.000000,17,-25.7712,2
3159.000000,18,-25.9285,2
3159.000000,19,-26.3578,2
3159.000000,20,-31.9791,2
3159.000000,21,-30.0713,2
3159.000000,22,-28.4750,2
3159.000000,23,-27.3548,2
3159.000000,24,-26.8530,2
3160.000000,0,-27.0780,2
3160.000000,1,-27.7524,2
3160.000000,2,-28.6969,2
3160.000000,3,-30.5761,2
3160.000000,4,-33.4029,2
3160.000000,5,-24.9220,2
3160.000000,6,-25.2878,2
3160.000000,7,-25.7865,2
3160.000000,8,-26.6618,2
3160.000000,9,-28.2892,2
3160.000000,10,-25.3738,2
3160.000000,11,-25.0603,2
3160.000000,12,-25.4037,2
3160.000000,13,-25.8399,2
3160.000000,14,-26.3418,2
3160.000000,15,-27.1065,2
3160.000000,16,-26.1175,2
3160.000000,17,-25.7589,2
3160.000000,18,-25.9250,2
3160.000000,19,-26.3275,2
3160.000000,20,-32.0774,2
3160.000000,21,-30.1312,2
3160.000000,22,-28.5345,2
3160.000000,23,-27.3652,2
3160.000000,24,-26.8676,2
3161.000000,0,-27.1899,2
3161.000000,1,-27.9071,2
3161.000000,2,-28.7969,2
3161.000000,3,-30.6284,2
3161.000000,4,-33.4183,2
3161.000000,5,-24.9820,2
3161.000000,6,-25.3075,2
3161.000000,7,-25.8390,2
3161.000000,8,-26.6675,2
3161.000000,9,-28.2480,2
3161.000000,10,-25.4259,2
3161.000000,11,-25.0762,2
3161.000000,12,-25.4158,2
3161.000000,13,-25.8245,2
3161.000000,14,-26.3272,2
3161.000000,15,-27.1793,2
3161.000000,16,-26.1538,2
3161.000000,17,-25.7517,2
3161.000000,18,-25.9264,2
3161.000000,19,-26.3026,2
3161.000000,20,-32.1791,2
3161.000000,21,-30.1962,2
3161.000000,22,-28.5769,2
3161.000000,23,-27.3813,2
3161.000000,24,-26.8874,2
3162.000000,0,-27.3101,2
3162.000000,1,-28.0382,2
3162.000000,2,-28.9047,2
3162.000000,3,-30.6865,2
3162.000000,4,-33.4370,2
3162.000000,5,-25.0505,2
3162.000000,6,-25.3344,2
3162.000000,7,-25.8993,2
3162.000000,8,-26.6795,2
3162.000000,9,-28.2010,2
3162.000000,10,-25.4851,2
3162.000000,11,-25.0979,2
3162.000000,12,-25.4318,2
3162.000000,13,-25.8102,2
3162.000000,14,-26.3090,2
3162.000000,15,-27.2577,2
3162.000000,16,-26.1958,2
3162.000000,17,-25.7497,2
3162.000000,18,-25.9327,2
3162.000000,19,-26.2833,2
3162.000000,20,-32.2842,2
3162.000000,21,-30.2664,2
3162.000000,22,-28.5974,2
3162.000000,23,-27.4031,2
3162.000000,24,-26.9126,2
3163.000000,0,-27.4386,2
3163.000000,1,-28.1604,2
3163.000000,2,-29.0203,2
3163.000000,3,-30.7505,2
3163.000000,4,-33.4589,2
3163.000000,5,-25.1274,2
3163.000000,6,-25.3683,2
3163.000000,7,-25.9677,2
3163.000000,8,-26.6979,2
3163.000000,9,-28.1408,2
3163.000000,10,-25.5513,2
3163.000000,11,-25.1259,2
3163.000000,12,-25.4201,2
3163.000000,13,-25.8028,2
3163.000000,14,-26.2967,2
3163.000000,15,-27.3418,2
3163.000000,16,-26.2435,2
3163.000000,17,-25.7530,2
3163.000000,18,-25.9438,2
3163.000000,19,-26.2695,2
3163.000000,20,-32.3925,2
3163.000000,21,-30.3418,2
3163.000000,22,-28.6238,2
3163.000000,23,-27.4308,2
3163.000000,24,-26.9432,2
3164.000000,0,-27.5754,2
3164.000000,1,-28.2906,2
3164.000000,2,-29.1439,2
3164.000000,3,-30.8204,2
3164.000000,4,-33.4841,2
3164.000000,5,-25.2130,2
3164.000000,6,-25.4095,2
3164.000000,7,-26.0257,2
3164.000000,8,-26.7229,2
3164.000000,9,-28.0856,2
3164.000000,10,-25.6247,2
3164.000000,11,-25.1603,2
3164.000000,12,-25.4079,2
3164.000000,13,-25.8022,2
3164.000000,14,-26.2721,2
3164.000000,15,-27.4317,2
3164.000000,16,-26.2970,2
3164.000000,17,-25.7616,2
3164.000000,18,-25.9598,2
3164.000000,19,-26.2612,2
3164.000000,20,-32.5043,2
3164.000000,21,-30.4224,2
3164.000000,22,-28.6561,2
3164.000000,23,-27.4642,2
3164.000000,24,-26.9411,2
3165.000000,0,-27.7202,2
3165.000000,1,-28.4290,2
3165.000000,2,-29.2755,2
3165.000000,3,-30.8963,2
3165.000000,4,-33.5126,2
3165.000000,5,-25.3074,2
3165.000000,6,-25.4579,2
3165.000000,7,-26.0663,2
3165.000000,8,-26.7544,2
3165.000000,9,-28.0355,2
3165.000000,10,-25.7053,2
3165.000000,11,-25.2013,2
3165.000000,12,-25.3809,2
3165.000000,13,-25.8084,2
3165.000000,14,-26.2062,2
3165.000000,15,-27.5276,2
3165.000000,16,-26.3563,2
3165.000000,17,-25.7754,2
3165.000000,18,-25.9393,2
3165.000000,19,-26.2484,2
3165.000000,20,-32.6195,2
3165.000000,21,-30.5084,2
3165.000000,22,-28.6943,2
3165.000000,23,-27.5035,2
3165.000000,24,-26.9274,2
3166.000000,0,-27.8205,2
3166.000000,1,-28.5754,2
3166.000000,2,-29.4150,2
3166.000000,3,-30.9781,2
3166.000000,4,-33.5445,2
3166.000000,5,-25.4105,2
3166.000000,6,-25.5136,2
3166.000000,7,-26.1139,2
3166.000000,8,-26.7925,2
3166.000000,9,-27.9905,2
3166.000000,10,-25.7933,2
3166.000000,11,-25.2488,2
3166.000000,12,-25.3600,2
3166.000000,13,-25.7927,2
3166.000000,14,-26.1466,2
3166.000000,15,-27.6295,2
3166.000000,16,-26.4215,2
3166.000000,17,-25.7947,2
3166.000000,18,-25.9103,2
3166.000000,19,-26.2349,2
3166.000000,20,-32.7381,2
3166.000000,21,-30.5997,2
3166.000000,22,-28.7385,2
3166.000000,23,-27.5487,2
3166.000000,24,-26.9060,2
3167.000000,0,-27.9820,2
3167.000000,1,-28.7298,2
3167.000000,2,-29.5626,2
3167.000000,3,-31.0659,2
3167.000000,4,-33.5799,2
3167.000000,5,-25.5226,2
3167.000000,6,-25.5768,2
3167.000000,7,-26.1686,2
3167.000000,8,-26.8373,2
3167.000000,9,-27.9506,2
3167.000000,10,-25.8887,2
3167.000000,11,-25.3029,2
3167.000000,12,-25.3452,2
3167.000000,13,-25.7691,2
3167.000000,14,-26.0932,2
3167.000000,15,-27.7375,2
3167.000000,16,-26.4928,2
3167.000000,17,-25.8194,2
3167.000000,18,-25.8861,2
3167.000000,19,-26.2267,2
3167.000000,20,-32.8600,2
3167.000000,21,-30.6964,2
3167.000000,22,-28.7887,2
3167.000000,23,-27.5998,2
3167.000000,24,-26.8898,2
3168.000000,0,-28.1512,2
3168.000000,1,-28.8921,2
3168.000000,2,-29.7183,2
3168.000000,3,-31.1599,2
3168.000000,4,-33.6187,2
3168.000000,5,-25.6438,2
3168.000000,6,-25.6475,2
3168.000000,7,-26.2304,2
3168.000000,8,-26.8890,2
3168.000000,9,-27.9157,2
3168.000000,10,-25.9915,2
3168.000000,11,-25.3515,2
3168.000000,12,-25.3366,2
3168.000000,13,-25.7517,2
3168.000000,14,-26.0459,2
3168.000000,15,-27.8517,2
3168.000000,16,-26.5701,2
3168.000000,17,-25.8495,2
3168.000000,18,-25.8668,2
3168.000000,19,-26.1811,2
3168.000000,20,-32.9854,2
3168.000000,21,-30.7985,2
3168.000000,22,-28.8449,2
3168.000000,23,-27.6569,2
3168.000000,24,-26.8789,2
3169.000000,0,-28.3277,2
3169.000000,1,-29.0623,2
3169.000000,2,-29.8822,2
3169.000000,3,-31.2600,2
3169.000000,4,-33.6611,2
3169.000000,5,-25.7226,2
3169.000000,6,-25.7258,2
3169.000000,7,-26.2994,2
3169.000000,8,-26.9476,2
3169.000000,9,-27.8859,2
3169.000000,10,-26.1020,2
3169.000000,11,-25.3964,2
3169.000000,12,-25.3341,2
3169.000000,13,-25.7405,2
3169.000000,14,-26.0046,2
3169.000000,15,-27.9721,2
3169.000000,16,-26.6537,2
3169.000000,17,-25.8852,2
3169.000000,18,-25.8524,2
3169.000000,19,-26.1395,2
3169.000000,20,-33.1142,2
3169.000000,21,-30.9060,2
3169.000000,22,-28.9071,2
3169.000000,23,-27.7200,2
3169.000000,24,-26.8731,2
3170.000000,0,-28.5112,2
3170.000000,1,-29.2402,2
3170.000000,2,-30.0542,2
3170.000000,3,-31.3663,2
3170.000000,4,-33.6638,2
3170.000000,5,-25.8628,2
3170.000000,6,-25.8118,2
3170.000000,7,-26.3757,2
3170.000000,8,-27.0131,2
3170.000000,9,-27.8610,2
3170.000000,10,-26.2035,2
3170.000000,11,-25.4483,2
3170.000000,12,-25.3380,2
3170.000000,13,-25.7356,2
3170.000000,14,-25.9694,2
3170.000000,15,-28.0989,2
3170.000000,16,-26.7435,2
3170.000000,17,-25.9264,2
3170.000000,18,-25.8429,2
3170.000000,19,-26.1027,2
3170.000000,20,-33.2464,2
3170.000000,21,-31.0191,2
3170.000000,22,-28.9754,2
3170.000000,23,-27.7374,2
3170.000000,24,-26.8724,2
3171.000000,0,-28.8234,2
3171.000000,1,-29.4994,2
3171.000000,2,-30.4587,2
3171.000000,3,-31.7219,2
3171.000000,4,-33.9082,2
3171.000000,5,-26.0123,2
3171.000000,6,-25.9055,2
3171.000000,7,-26.4595,2
3171.000000,8,-27.0858,2
3171.000000,9,-27.8411,2
3171.000000,10,-26.3036,2
3171.000000,11,-25.5074,2
3171.000000,12,-25.3481,2
3171.000000,13,-25.7369,2
3171.000000,14,-25.9402,2
3171.000000,15,-28.2320,2
3171.000000,16,-26.8396,2
3171.000000,17,-25.9733,2
3171.000000,18,-25.8384,2
3171.000000,19,-26.0708,2
3171.000000,20,-33.3820,2
3171.000000,21,-31.1376,2
3171.000000,22,-29.0498,2
3171.000000,23,-27.7600,2
3171.000000,24,-26.8769,2
3172.000000,0,-29.0151,2
3172.000000,1,-29.6365,2
3172.000000,2,-30.6430,2
3172.000000,3,-31.8392,2
3172.000000,4,-33.9144,2
3172.000000,5,-26.1714,2
3172.000000,6,-26.0071,2
3172.000000,7,-26.5508,2
3172.000000,8,-27.1656,2
3172.000000,9,-27.8261,2
3172.000000,10,-26.3669,2
3172.000000,11,-25.5739,2
3172.000000,12,-25.3645,2
3172.000000,13,-25.7445,2
3172.000000,14,-25.9170,2
3172.000000,15,-28.3716,2
3172.000000,16,-26.9422,2
3172.000000,17,-26.0258,2
3172.000000,18,-25.8388,2
3172.000000,19,-26.0438,2
3172.000000,20,-33.5210,2
3172.000000,21,-31.2618,2
3172.000000,22,-29.1304,2
3172.000000,23,-27.7888,2
3172.000000,24,-26.8864,2
3173.000000,0,-29.2124,2
3173.000000,1,-29.7796,2
3173.000000,2,-30.8354,2
3173.000000,3,-31.9628,2
3173.000000,4,-33.9235,2
3173.000000,5,-26.3399,2
3173.000000,6,-26.1166,2
3173.000000,7,-26.6427,2
3173.000000,8,-27.2528,2
3173.000000,9,-27.8160,2
3173.000000,10,-26.4834,2
3173.000000,11,-25.6476,2
3173.000000,12,-25.3873,2
3173.000000,13,-25.7585,2
3173.000000,14,-25.8997,2
3173.000000,15,-28.5177,2
3173.000000,16,-27.0513,2
3173.000000,17,-26.0840,2
3173.000000,18,-25.8443,2
3173.000000,19,-26.0210,2
3173.000000,20,-33.6633,2
3173.000000,21,-31.3915,2
3173.000000,22,-29.2172,2
3173.000000,23,-27.8238,2
3173.000000,24,-26.9010,2
3174.000000,0,-29.4149,2
3174.000000,1,-29.9289,2
3174.000000,2,-31.0201,2
3174.000000,3,-32.0929,2
3174.000000,4,-33.9355,2
3174.000000,5,-26.5181,2
3174.000000,6,-26.2342,2
3174.000000,7,-26.7002,2
3174.000000,8,-27.3474,2
3174.000000,9,-27.8109,2
3174.000000,10,-26.6080,2
3174.000000,11,-25.7288,2
3174.000000,12,-25.4164,2
3174.000000,13,-25.7788,2
3174.000000,14,-25.8883,2
3174.000000,15,-28.6702,2
3174.000000,16,-27.1671,2
3174.000000,17,-26.1479,2
3174.000000,18,-25.8547,2
3174.000000,19,-26.0001,2
3174.000000,20,-33.8090,2
3174.000000,21,-31.5267,2
3174.000000,22,-29.3101,2
3174.000000,23,-27.8650,2
3174.000000,24,-26.9206,2
3175.000000,0,-29.6219,2
3175.000000,1,-30.0841,2
3175.000000,2,-31.0539,2
3175.000000,3,-32.2294,2
3175.000000,4,-33.9503,2
3175.000000,5,-26.8289,2
3175.000000,6,-26.4606,2
3175.000000,7,-27.0193,2
3175.000000,8,-27.7307,2
3175.000000,9,-28.0923,2
3175.000000,10,-26.7407,2
3175.000000,11,-25.8175,2
3175.000000,12,-25.4520,2
3175.000000,13,-25.7959,2
3175.000000,14,-25.8827,2
3175.000000,15,-28.8292,2
3175.000000,16,-27.2895,2
3175.000000,17,-26.2177,2
3175.000000,18,-25.8702,2
3175.000000,19,-25.9840,2
3175.000000,20,-33.9579,2
3175.000000,21,-31.6676,2
3175.000000,22,-29.4093,2
3175.000000,23,-27.9125,2
3175.000000,24,-26.9452,2
3176.000000,0,-29.8327,2
3176.000000,1,-30.2451,2
3176.000000,2,-31.2085,2
3176.000000,3,-32.3724,2
3176.000000,4,-33.9680,2
3176.000000,5,-27.0229,2
3176.000000,6,-26.5932,2
3176.000000,7,-27.0889,2
3176.000000,8,-27.8019,2
3176.000000,9,-28.0949,2
3176.000000,10,-26.8815,2
3176.000000,11,-25.9138,2
3176.000000,12,-25.4941,2
3176.000000,13,-25.7818,2
3176.000000,14,-25.8829,2
3176.000000,15,-28.9618,2
3176.000000,16,-27.4187,2
3176.000000,17,-26.2932,2
3176.000000,18,-25.8907,2
3176.000000,19,-25.9725,2
3176.000000,20,-34.1101,2
3176.000000,21,-31.8142,2
3176.000000,22,-29.5148,2
3176.000000,23,-27.9661,2
3176.000000,24,-26.9746,2
3177.000000,0,-29.9373,2
3177.000000,1,-30.4117,2
3177.000000,2,-31.3696,2
3177.000000,3,-32.5222,2
3177.000000,4,-33.9884,2
3177.000000,5,-27.2264,2
3177.000000,6,-26.7340,2
3177.000000,7,-27.1647,2
3177.000000,8,-27.8614,2
3177.000000,9,-28.1023,2
3177.000000,10,-27.0306,2
3177.000000,11,-26.0178,2
3177.000000,12,-25.5427,2
3177.000000,13,-25.7733,2
3177.000000,14,-25.8830,2
3177.000000,15,-29.1348,2
3177.000000,16,-27.5547,2
3177.000000,17,-26.3747,2
3177.000000,18,-25.9162,2
3177.000000,19,-25.9658,2
3177.000000,20,-34.2655,2
3177.000000,21,-31.9663,2
3177.000000,22,-29.6265,2
3177.000000,23,-28.0260,2
3177.000000,24,-27.0089,2
3178.000000,0,-29.7832,2
3178.000000,1,-30.5838,2
3178.000000,2,-31.5371,2
3178.000000,3,-32.6787,2
3178.000000,4,-34.0116,2
3178.000000,5,-27.4392,2
3178.000000,6,-26.8833,2
3178.000000,7,-27.1088,2
3178.000000,8,-27.9269,2
3178.000000,9,-28.1143,2
3178.000000,10,-27.2935,2
3178.000000,11,-26.2283,2
3178.000000,12,-25.8629,2
3178.000000,13,-26.0639,2
3178.000000,14,-26.1378,2
3178.000000,15,-29.3142,2
3178.000000,16,-27.6978,2
3178.000000,17,-26.4621,2
3178.000000,18,-25.9468,2
3178.000000,19,-25.9204,2
3178.000000,20,-34.4241,2
3178.000000,21,-32.1242,2
3178.000000,22,-29.7446,2
3178.000000,23,-28.0922,2
3178.000000,24,-27.0480,2
3179.000000,0,-29.6394,2
3179.000000,1,-30.7613,2
3179.000000,2,-31.7110,2
3179.000000,3,-32.8420,2
3179.000000,4,-34.0375,2
3179.000000,5,-27.6613,2
3179.000000,6,-27.0411,2
3179.000000,7,-27.1973,2
3179.000000,8,-27.9983,2
3179.000000,9,-28.1311,2
3179.000000,10,-27.4557,2
3179.000000,11,-26.3466,2
3179.000000,12,-25.9238,2
3179.000000,13,-26.0664,2
3179.000000,14,-26.1049,2
3179.000000,15,-29.4999,2
3179.000000,16,-27.8479,2
3179.000000,17,-26.5555,2
3179.000000,18,-25.9825,2
3179.000000,19,-25.8784,2
3179.000000,20,-34.5698,2
3179.000000,21,-32.2876,2
3179.000000,22,-29.8690,2
3179.000000,23,-28.1647,2
3179.000000,24,-27.0662,2
3180.000000,0,-29.5061,2
3180.000000,1,-30.9438,2
3180.000000,2,-31.8913,2
3180.000000,3,-33.0123,2
3180.000000,4,-34.0661,2
3180.000000,5,-27.6256,2
3180.000000,6,-27.2076,2
3180.000000,7,-27.2923,2
3180.000000,8,-28.0510,2
3180.000000,9,-28.1525,2
3180.000000,10,-27.6258,2
3180.000000,11,-26.4727,2
3180.000000,12,-25.9913,2
3180.000000,13,-26.0719,2
3180.000000,14,-26.0771,2
3180.000000,15,-29.6919,2
3180.000000,16,-28.0051,2
3180.000000,17,-26.6550,2
3180.000000,18,-26.0233,2
3180.000000,19,-25.8407,2
3180.000000,20,-34.7352,2
3180.000000,21,-32.4568,2
3180.000000,22,-29.9998,2
3180.000000,23,-28.2434,2
3180.000000,24,-27.0689,2
3181.000000,0,-29.3838,2
3181.000000,1,-31.1313,2
3181.000000,2,-32.0780,2
3181.000000,3,-33.1897,2
3181.000000,4,-34.0974,2
3181.000000,5,-27.4809,2
3181.000000,6,-27.3828,2
3181.000000,7,-27.3938,2
3181.000000,8,-28.0939,2
3181.000000,9,-28.1785,2
3181.000000,10,-27.8038,2
3181.000000,11,-26.6069,2
3181.000000,12,-25.9224,2
3181.000000,13,-26.0574,2
3181.000000,14,-26.0545,2
3181.000000,15,-29.8899,2
3181.000000,16,-28.1695,2
3181.000000,17,-26.7605,2
3181.000000,18,-26.0692,2
3181.000000,19,-25.8073,2
3181.000000,20,-34.9034,2
3181.000000,21,-32.6315,2
3181.000000,22,-30.1369,2
3181.000000,23,-28.3284,2
3181.000000,24,-27.0770,2
3182.000000,0,-29.2364,2
3182.000000,1,-31.3234,2
3182.000000,2,-32.2711,2
3182.000000,3,-33.3744,2
3182.000000,4,-34.1312,2
3182.000000,5,-27.3420,2
3182.000000,6,-27.5668,2
3182.000000,7,-27.5020,2
3182.000000,8,-28.1415,2
3182.000000,9,-28.2090,2
3182.000000,10,-27.6925,2
3182.000000,11,-26.7492,2
3182.000000,12,-26.0032,2
3182.000000,13,-26.0481,2
3182.000000,14,-26.0369,2
3182.000000,15,-30.1612,2
3182.000000,16,-28.4284,2
3182.000000,17,-27.1312,2
3182.000000,18,-26.4169,2
3182.000000,19,-26.0761,2
3182.000000,20,-35.0744,2
3182.000000,21,-32.8119,2
3182.000000,22,-30.2805,2
3182.000000,23,-28.4198,2
3182.000000,24,-27.0904,2
3183.000000,0,-29.0701,2
3183.000000,1,-31.5200,2
3183.000000,2,-32.4705,2
3183.000000,3,-33.5664,2
3183.000000,4,-34.1677,2
3183.000000,5,-27.2085,2
3183.000000,6,-27.7599,2
3183.000000,7,-27.6169,2
3183.000000,8,-28.1938,2
3183.000000,9,-28.2440,2
3183.000000,10,-27.5237,2
3183.000000,11,-26.8997,2
3183.000000,12,-26.0907,2
3183.000000,13,-26.0440,2
3183.000000,14,-26.0243,2
3183.000000,15,-30.3132,2
3183.000000,16,-28.6057,2
3183.000000,17,-27.2477,2
3183.000000,18,-26.4723,2
3183.000000,19,-26.0494,2
3183.000000,20,-35.2480,2
3183.000000,21,-32.9980,2
3183.000000,22,-30.4305,2
3183.000000,23,-28.5006,2
3183.000000,24,-27.1090,2
3184.000000,0,-28.9155,2
3184.000000,1,-31.7208,2
3184.000000,2,-32.6646,2
3184.000000,3,-33.7659,2
3184.000000,4,-34.2066,2
3184.000000,5,-27.0713,2
3184.000000,6,-27.9565,2
3184.000000,7,-27.7324,2
3184.000000,8,-28.2506,2
3184.000000,9,-28.2835,2
3184.000000,10,-27.3563,2
3184.000000,11,-27.0584,2
3184.000000,12,-26.1851,2
3184.000000,13,-26.0449,2
3184.000000,14,-26.0166,2
3184.000000,15,-30.2194,2
3184.000000,16,-28.7904,2
3184.000000,17,-27.2309,2
3184.000000,18,-26.5186,2
3184.000000,19,-26.0268,2
3184.000000,20,-35.4241,2
3184.000000,21,-33.1896,2
3184.000000,22,-30.5870,2
3184.000000,23,-28.5752,2
3184.000000,24,-27.1327,2
3185.000000,0,-28.7729,2
3185.000000,1,-31.9254,2
3185.000000,2,-32.8151,2
3185.000000,3,-33.8572,2
3185.000000,4,-34.2480,2
3185.000000,5,-26.9420,2
3185.000000,6,-28.1567,2
3185.000000,7,-27.8532,2
3185.000000,8,-28.2918,2
3185.000000,9,-28.3275,2
3185.000000,10,-27.1911,2
3185.000000,11,-27.2255,2
3185.000000,12,-26.2862,2
3185.000000,13,-26.0508,2
3185.000000,14,-26.0138,2
3185.000000,15,-30.1193,2
3185.000000,16,-28.9826,2
3185.000000,17,-27.3601,2
3185.000000,18,-26.5546,2
3185.000000,19,-26.0083,2
3185.000000,20,-35.6024,2
3185.000000,21,-33.3867,2
3185.000000,22,-30.7499,2
3185.000000,23,-28.6543,2
3185.000000,24,-27.2485,2
3186.000000,0,-28.6424,2
3186.000000,1,-32.0859,2
3186.000000,2,-32.9707,2
3186.000000,3,-34.0634,2
3186.000000,4,-34.2919,2
3186.000000,5,-26.8208,2
3186.000000,6,-28.3653,2
3186.000000,7,-27.9807,2
3186.000000,8,-28.3003,2
3186.000000,9,-28.3757,2
3186.000000,10,-27.0287,2
3186.000000,11,-27.4010,2
3186.000000,12,-26.3943,2
3186.000000,13,-26.0615,2
3186.000000,14,-26.0158,2
3186.000000,15,-30.0136,2
3186.000000,16,-29.1822,2
3186.000000,17,-27.4957,2
3186.000000,18,-26.5947,2
3186.000000,19,-25.9939,2
3186.000000,20,-35.8089,2
3186.000000,21,-33.6557,2
3186.000000,22,-31.1638,2
3186.000000,23,-29.0270,2
3186.000000,24,-27.5873,2
3187.000000,0,-28.5241,2
3187.000000,1,-31.9434,2
3187.000000,2,-33.1313,2
3187.000000,3,-34.2089,2
3187.000000,4,-34.3381,2
3187.000000,5,-26.7078,2
3187.000000,6,-28.5824,2
3187.000000,7,-28.1148,2
3187.000000,8,-28.3125,2
3187.000000,9,-28.3794,2
3187.000000,10,-26.8698,2
3187.000000,11,-27.5851,2
3187.000000,12,-26.5093,2
3187.000000,13,-26.0770,2
3187.000000,14,-25.9889,2
3187.000000,15,-29.9032,2
3187.000000,16,-29.3895,2
3187.000000,17,-27.6376,2
3187.000000,18,-26.6388,2
3187.000000,19,-26.0849,2
3187.000000,20,-35.9766,2
3187.000000,21,-33.8616,2
3187.000000,22,-31.2059,2
3187.000000,23,-29.1112,2
3187.000000,24,-27.6260,2
3188.000000,0,-28.4178,2
3188.000000,1,-31.8072,2
3188.000000,2,-33.2969,2
3188.000000,3,-34.2810,2
3188.000000,4,-34.3867,2
3188.000000,5,-26.6030,2
3188.000000,6,-28.8079,2
3188.000000,7,-28.2555,2
3188.000000,8,-28.1881,2
3188.000000,9,-28.3794,2
3188.000000,10,-26.7148,2
3188.000000,11,-27.7777,2
3188.000000,12,-26.6313,2
3188.000000,13,-26.0973,2
3188.000000,14,-25.9533,2
3188.000000,15,-29.7886,2
3188.000000,16,-29.6044,2
3188.000000,17,-27.7860,2
3188.000000,18,-26.6868,2
3188.000000,19,-26.0799,2
3188.000000,20,-35.5432,2
3188.000000,21,-33.7555,2
3188.000000,22,-31.2230,2
3188.000000,23,-29.0868,2
3188.000000,24,-27.4464,2
3189.000000,0,-28.3236,2
3189.000000,1,-31.6781,2
3189.000000,2,-33.4677,2
3189.000000,3,-34.3537,2
3189.000000,4,-34.4375,2
3189.000000,5,-26.5066,2
3189.000000,6,-29.0418,2
3189.000000,7,-28.4031,2
3189.000000,8,-28.2082,2
3189.000000,9,-28.3828,2
3189.000000,10,-26.5642,2
3189.000000,11,-27.9790,2
3189.000000,12,-26.7604,2
3189.000000,13,-26.1221,2
3189.000000,14,-25.9221,2
3189.000000,15,-29.6707,2
3189.000000,16,-29.8269,2
3189.000000,17,-27.9408,2
3189.000000,18,-26.7385,2
3189.000000,19,-26.0790,2
3189.000000,20,-35.5766,2
3189.000000,21,-33.9634,2
3189.000000,22,-31.4071,2
3189.000000,23,-29.1729,2
3189.000000,24,-27.4869,2
3190.000000,0,-28.2414,2
3190.000000,1,-31.5566,2
3190.000000,2,-33.6434,2
3190.000000,3,-34.4272,2
3190.000000,4,-34.4905,2
3190.000000,5,-26.4186,2
3190.000000,6,-29.2219,2
3190.000000,7,-28.5574,2
3190.000000,8,-28.2317,2
3190.000000,9,-28.3897,2
3190.000000,10,-26.4184,2
3190.000000,11,-28.1890,2
